x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,f1,f2,f3
4,4,0,0,3,2,3,2,1,2,2,2,4,3,0,0,3,4,4,1,795.8822006472492,16.0,1715.6666666666667
4,4,0,0,3,2,3,2,1,2,2,2,4,3,0,0,0,0,0,0,798.5288025889968,12.0,109.51063829787236
4,2,4,0,3,2,3,2,1,2,2,2,4,3,4,0,3,4,4,1,795.7805825242718,18.0,2575.0
0,0,0,0,2,0,3,3,1,0,4,0,4,0,0,0,3,0,0,0,808.824862415021,7.0,7.901453957996769
4,4,0,0,2,0,3,3,1,0,4,0,4,0,0,0,0,0,0,0,804.710909679508,8.0,177.3448275862069
4,4,0,0,1,3,3,4,2,3,3,2,4,3,0,0,3,4,4,1,795.8822006472492,16.0,2573.5
4,2,4,2,3,2,3,3,1,2,2,2,4,3,4,0,3,4,4,1,795.8987055016181,19.0,5148.0
4,4,0,0,1,3,3,4,2,3,3,2,4,3,0,0,3,0,0,0,797.8533980582524,13.0,85.46666666666667
4,4,0,0,2,0,3,4,2,3,3,2,4,3,0,0,3,0,0,0,798.0851408222726,12.0,1028.8
4,4,0,0,2,0,3,3,1,0,4,0,4,0,0,0,3,4,4,0,802.9977338944642,11.0,571.4444444444445
4,4,0,0,3,2,3,3,1,2,2,2,4,3,0,0,3,4,0,1,796.0407766990292,15.0,1286.75
4,4,0,0,1,3,3,4,2,3,3,2,4,3,0,0,3,4,0,0,797.7009708737864,14.0,1286.25
4,4,0,0,3,3,3,2,1,2,2,2,4,0,0,0,0,0,0,0,799.857928802589,11.0,42.625
2,4,1,0,4,2,3,1,1,3,3,4,0,4,4,0,3,4,4,1,796.8498381877023,17.0,39.58914728682171
4,4,0,0,2,1,4,1,3,0,0,0,1,0,0,0,1,1,0,1,802.922006472492,11.0,4.992497320471597
2,0,1,4,3,0,2,4,1,4,2,3,1,0,0,4,3,0,3,2,798.6144383295565,15.0,22.81981981981982
3,1,4,4,3,3,4,2,1,2,2,2,4,3,0,4,1,0,0,0,798.9339805825243,16.0,128.2
2,0,0,3,2,4,3,1,1,3,3,4,0,4,4,0,3,4,4,1,797.5388349514564,16.0,29.52906976744186
3,2,4,0,1,0,3,3,1,0,4,0,4,0,1,1,0,0,2,0,805.3486565231467,12.0,8.78494623655914
4,4,0,0,2,0,3,4,2,3,3,2,4,0,0,0,0,0,0,0,800.0896730333441,10.0,1029.4
4,4,0,0,3,3,3,2,1,2,3,2,4,3,0,0,3,0,0,0,797.8533980582524,13.0,857.3333333333334
4,4,0,0,2,0,3,4,2,2,2,2,4,3,4,0,3,4,4,1,796.0369051472968,16.0,2574.5
4,2,4,4,1,3,3,4,2,3,3,2,4,3,4,0,3,4,4,1,795.8987055016181,19.0,5148.0
4,4,0,0,2,0,3,4,2,3,3,2,4,3,0,0,3,0,4,1,796.3590158627387,14.0,1715.3333333333333
4,4,0,0,2,0,3,4,2,3,3,2,4,3,0,0,3,4,4,0,797.7733894464228,14.0,2572.5
4,4,0,0,2,0,3,4,2,3,3,2,4,0,0,0,3,0,0,0,799.4266752994497,11.0,1714.6666666666667
4,4,0,0,2,0,3,4,1,2,3,2,4,3,0,0,3,0,0,0,798.0851408222726,12.0,1028.8
4,4,0,0,2,0,3,2,1,2,2,2,4,3,4,0,3,4,4,1,796.0369051472968,16.0,1716.3333333333333
4,4,0,0,2,0,3,4,2,3,3,0,4,0,0,0,0,0,0,0,800.9381676918097,9.0,73.24285714285715
4,4,0,0,2,0,3,3,2,3,3,2,4,0,0,0,0,0,0,0,800.0896730333441,10.0,1029.4
4,2,4,0,3,2,3,4,2,3,3,2,4,3,0,0,3,4,4,0,797.6100323624595,16.0,5146.0
4,4,0,0,2,0,3,4,2,3,3,0,4,0,0,0,0,0,0,1,799.3700226610554,10.0,73.27142857142857
4,4,0,0,3,3,3,4,1,2,3,2,4,3,0,0,3,0,0,0,797.8533980582524,13.0,1028.8
4,4,0,0,2,0,3,4,1,2,3,2,4,3,0,0,0,0,0,0,798.7607640012949,11.0,223.7826086956522
0,4,0,0,2,0,3,3,1,0,4,0,4,0,0,0,0,0,0,0,808.7021689867271,7.0,11.824644549763033
4,4,0,0,2,2,3,4,2,3,3,2,4,0,0,0,3,0,0,0,799.1957928802589,12.0,1714.6666666666667
4,4,0,0,3,3,3,2,1,2,3,0,4,0,0,0,3,0,0,0,800.0440129449838,11.0,285.6111111111111
4,4,0,0,2,0,3,3,2,3,3,0,4,0,0,0,0,0,0,0,800.9381676918097,9.0,73.24285714285715
4,4,0,0,2,0,3,4,1,2,3,2,4,3,0,0,0,0,4,1,797.0346390417611,13.0,245.1904761904762
4,2,4,4,2,0,3,4,1,2,3,2,4,3,0,0,0,0,4,1,796.7196503722888,15.0,5148.0
4,4,0,0,2,0,3,3,2,3,3,2,4,0,0,0,3,0,0,0,799.4266752994497,11.0,1714.6666666666667
4,4,0,0,3,3,3,2,1,2,3,2,4,3,0,0,0,0,0,0,798.5288025889968,12.0,214.4583333333333
4,4,0,0,2,0,3,4,1,2,3,2,4,3,0,0,3,4,4,1,796.2062156037553,15.0,2573.5
0,0,0,0,2,2,3,3,1,0,4,0,4,0,1,1,0,0,2,0,810.8122977346278,10.0,5.272017837235229
4,4,0,0,2,1,4,1,3,0,0,0,1,0,0,0,1,1,0,0,804.5822006472492,10.0,4.9957081545064375
3,1,4,4,3,3,3,1,1,3,3,4,0,4,4,0,3,4,4,1,796.9676375404531,18.0,86.8135593220339
2,0,1,4,3,0,2,4,1,4,2,3,1,0,0,4,0,0,2,0,800.4571058595014,13.0,16.849498327759196
2,4,1,0,4,2,3,1,2,4,3,4,0,4,4,0,3,4,4,1,796.8498381877023,17.0,39.58914728682171
3,1,4,4,3,3,4,2,1,2,2,2,4,0,0,0,1,1,0,1,797.1537216828478,16.0,19.50775193798449
2,0,1,4,3,0,2,4,1,4,2,3,1,0,0,0,1,1,0,1,797.8096471349951,14.0,17.010135135135137
2,0,0,2,3,2,3,1,1,3,3,4,0,4,4,0,3,4,4,1,797.5388349514564,16.0,29.52906976744186
4,4,0,0,3,0,3,3,2,3,3,2,4,0,0,0,0,0,0,0,800.0896730333441,10.0,1029.4
4,2,4,4,2,0,3,4,1,2,3,2,4,3,0,0,0,0,0,0,798.4457753318226,13.0,1715.3333333333333
4,4,0,0,2,0,3,2,1,2,3,2,4,3,0,0,3,0,0,0,798.0851408222726,12.0,857.3333333333334
4,4,0,0,2,0,3,3,1,2,3,2,4,3,0,0,0,0,0,0,798.7607640012949,11.0,223.7826086956522
4,2,4,4,2,0,3,4,1,2,3,2,4,3,0,0,0,0,4,0,798.2877954030431,14.0,5146.0
4,4,0,0,2,0,3,4,2,3,4,0,4,0,0,0,0,0,0,0,800.9381676918097,9.0,467.45454545454544
4,4,0,0,2,0,3,3,1,2,3,2,4,3,0,0,3,0,0,0,798.0851408222726,12.0,1028.8
4,4,0,0,2,0,3,3,2,3,3,2,4,3,0,0,0,0,4,1,797.0346390417611,13.0,245.1904761904762
4,4,0,0,2,0,3,3,2,3,3,2,4,0,0,0,3,4,0,0,799.2741987698284,12.0,2572.5
4,4,0,0,2,0,3,2,1,2,2,2,4,3,4,0,3,4,0,1,796.1955325348009,15.0,1029.8
4,4,0,0,2,0,3,3,1,2,3,2,4,3,4,0,3,4,4,1,796.0369051472968,16.0,2574.5
4,0,0,0,2,0,3,3,1,0,4,0,4,0,0,0,3,0,0,0,804.643250242797,8.0,20.223107569721115
4,4,0,0,2,0,3,3,2,3,3,2,4,0,0,0,3,4,4,1,797.5490449983813,14.0,10.0
4,2,4,0,3,3,3,2,1,2,2,2,4,3,4,0,3,4,4,1,795.7805825242718,18.0,2575.0
4,4,0,0,3,0,3,4,1,2,3,2,4,3,0,0,0,0,0,0,798.7607640012949,11.0,223.7826086956522
4,0,0,0,2,0,3,4,1,2,3,2,4,3,0,0,0,0,0,0,799.1845257364843,10.0,131.87179487179486
4,4,0,0,3,0,3,4,1,2,2,2,4,3,4,0,3,4,4,1,796.0369051472968,16.0,2574.5
4,4,0,0,2,0,3,2,1,2,2,2,4,3,4,0,3,0,0,0,797.9158303658141,13.0,857.6666666666666
4,4,0,0,2,0,3,4,2,3,4,0,4,3,0,0,0,0,0,0,799.6099061184849,10.0,197.80769230769232
4,4,0,0,3,0,3,4,1,2,3,2,4,3,0,0,0,0,4,1,797.0346390417611,13.0,245.1904761904762
4,2,4,4,1,3,3,4,2,3,3,1,0,4,4,0,3,4,4,1,796.9676375404531,18.0,106.58333333333331
4,4,0,0,2,1,4,1,3,0,0,2,4,3,0,4,1,0,0,0,801.1459546925566,12.0,12.971052631578948
2,0,0,2,3,2,3,2,1,2,2,2,4,0,0,0,1,1,0,1,797.2336569579288,14.0,10.673866090712744
3,2,4,0,1,0,3,3,1,0,4,0,1,0,0,0,1,1,0,0,803.4444804143736,11.0,6.950653120464441
2,0,1,4,3,0,2,4,1,4,2,3,1,0,0,4,3,2,2,4,798.54742635157,16.0,36.241134751773046
2,0,0,3,2,4,3,1,1,3,3,4,0,4,4,0,3,4,4,0,799.1980582524271,15.0,29.51744186046512
4,0,0,0,2,0,3,3,1,2,2,2,4,3,4,0,3,4,0,1,796.8332793784397,14.0,643.5
4,4,4,4,1,3,3,4,1,2,2,2,4,3,4,0,3,4,4,1,795.8987055016181,19.0,5148.0
4,4,0,0,2,0,3,3,1,2,2,2,4,3,4,0,3,4,0,1,796.1955325348009,15.0,1287.25
4,0,0,0,2,0,3,4,2,3,4,0,4,0,0,0,0,0,0,0,800.9132405309161,8.0,59.02298850574713
4,4,0,0,3,3,3,2,1,2,2,2,4,3,4,0,3,4,0,1,795.8715210355987,16.0,1029.8
4,4,0,0,2,0,3,3,2,3,3,2,4,0,0,0,3,4,0,1,797.7070249271609,13.0,2573.5
4,0,0,0,2,0,3,4,1,2,2,2,4,3,4,0,3,4,0,1,796.8332793784397,14.0,643.5
4,4,0,0,2,0,3,4,1,2,3,2,4,3,0,0,0,0,4,0,798.6021366137909,12.0,245.0952380952381
4,4,0,0,1,3,3,4,1,2,2,2,4,3,4,0,3,4,4,1,795.7129449838187,17.0,2574.5
4,2,4,4,2,0,3,4,1,2,3,2,4,3,0,0,0,4,0,1,796.7254775008093,15.0,1716.3333333333333
4,4,0,0,2,0,3,4,1,2,3,2,4,3,0,0,0,4,0,1,797.0404661702817,13.0,234.0909090909091
4,4,0,0,2,0,3,4,2,3,4,2,4,3,4,0,3,4,4,1,796.0369051472968,16.0,2574.5
0,0,0,0,2,0,3,4,2,3,4,0,4,0,0,0,0,0,0,0,804.9996762706378,7.0,9.75098814229249
4,4,0,0,1,3,3,4,1,2,3,2,4,3,0,0,0,4,0,1,796.7161812297735,14.0,234.0909090909091
4,4,0,4,2,0,3,4,1,2,3,2,4,3,0,0,0,0,0,0,798.3787633538362,12.0,1029.0
4,0,0,0,2,0,3,4,2,3,4,2,4,0,0,0,0,0,0,0,800.0640984137261,9.0,93.45454545454544
4,4,0,0,2,0,3,3,2,3,3,2,4,3,4,0,3,4,0,1,796.1955325348009,15.0,1287.25
4,0,0,0,2,0,3,4,2,3,4,2,4,0,0,0,3,4,0,1,797.7947555843315,12.0,171.36666666666667
4,4,0,0,2,0,3,3,2,3,3,2,4,0,0,0,3,0,4,1,797.7011977986404,13.0,5146.0
4,2,4,0,3,4,3,2,1,2,2,2,4,3,4,0,3,4,4,2,795.7805825242718,18.0,2575.0
4,4,0,0,2,0,3,3,2,2,2,2,4,3,4,0,3,4,4,1,796.0369051472968,16.0,2574.5
4,4,0,0,2,0,3,4,2,3,4,0,4,0,0,0,0,0,4,1,798.9177727419877,11.0,467.6363636363636
0,0,0,0,3,3,2,4,4,3,3,0,1,0,0,0,1,1,0,1,802.0624595469255,11.0,4.3155430711610485
3,4,4,2,3,3,2,4,4,3,3,4,0,4,4,0,3,4,4,0,798.6284789644013,17.0,270.6842105263158
3,1,4,4,3,3,4,3,1,2,2,2,4,3,0,4,1,2,2,4,796.963430420712,19.0,111.47826086956522
3,0,1,4,3,0,2,4,1,4,2,3,1,0,0,4,3,2,2,4,798.54742635157,16.0,53.302083333333336
3,0,0,0,2,2,3,3,1,0,4,3,1,0,0,4,3,4,4,1,802.6967637540453,14.0,28.847457627118644
2,0,0,2,3,2,3,2,1,2,2,2,4,0,4,0,3,4,4,1,796.9058252427185,16.0,17.50871080139373
2,0,0,2,3,2,3,2,1,2,2,2,4,3,0,4,1,0,0,0,799.2912621359224,14.0,18.13043478260869
4,4,0,4,2,0,3,4,1,2,3,2,4,3,0,0,0,4,0,1,796.6578180640984,14.0,1287.0
4,0,0,0,2,0,3,3,2,3,3,2,4,0,0,0,3,0,0,0,799.30171576562,10.0,128.45
4,4,0,0,2,0,3,3,1,0,4,0,1,0,0,4,1,0,0,0,804.5134347685336,10.0,14.66568047337278
3,0,0,0,2,2,3,3,1,0,2,2,4,3,0,4,1,0,0,0,800.888996763754,12.0,14.59356725146199
3,0,0,0,2,2,3,3,1,0,4,3,1,0,0,4,3,4,4,0,804.3563106796116,13.0,28.836158192090394
3,1,4,4,3,3,4,2,1,2,2,2,4,3,0,4,3,4,4,0,798.6229773462783,18.0,2573.0
4,2,4,4,1,3,3,4,2,3,3,1,0,4,4,0,1,1,0,1,797.1262135922331,17.0,15.650943396226417
3,4,4,2,3,2,3,2,1,2,2,2,4,0,0,0,1,1,0,1,797.1537216828478,16.0,38.86259541984733
3,4,4,2,3,2,3,2,1,2,2,2,4,0,0,0,3,4,4,0,798.6553398058253,16.0,857.5
3,1,0,2,3,2,3,2,1,2,2,2,4,3,0,4,3,4,4,1,796.8964401294498,18.0,643.375
3,1,0,2,3,2,3,2,1,2,2,2,4,3,0,0,3,4,0,1,796.1582524271845,16.0,514.5
3,0,0,0,2,2,3,3,1,0,4,2,0,4,4,0,1,1,0,1,799.2941747572816,13.0,9.721115537848606
4,4,0,0,2,0,3,3,1,0,4,0,1,0,0,4,3,4,4,0,804.2389122693428,12.0,93.4
1,4,4,1,2,4,3,4,0,4,0,3,2,4,1,1,3,4,4,3,796.1061488673139,18.0,13.891364902506965
3,1,1,1,4,3,0,0,1,4,0,2,0,2,3,4,3,3,3,4,806.0683068954354,16.0,65.56410256410257
3,1,2,0,0,1,3,1,2,3,2,3,4,3,4,2,4,4,3,4,797.247572815534,18.0,62.41463414634146
1,2,0,2,4,1,2,4,4,4,0,1,4,2,2,0,0,3,3,0,799.2537216828479,15.0,8.276157804459691
2,0,3,1,0,2,3,3,0,0,4,4,0,3,4,2,4,2,4,1,799.9025889967637,15.0,27.392473118279568
0,2,0,0,0,4,4,0,1,3,2,4,2,1,0,2,2,2,1,3,804.3191971511816,14.0,9.553816046966732
3,4,2,0,3,4,4,1,0,2,3,2,2,4,2,3,0,4,0,0,797.9453074433657,15.0,44.85964912280702
2,4,1,2,1,2,1,3,0,0,4,2,2,1,3,1,0,2,1,4,797.5572815533981,17.0,9.19774011299435
3,2,1,0,0,4,1,2,4,1,2,2,0,4,2,4,1,3,2,4,798.2773462783172,17.0,13.704419889502764
3,4,2,4,2,1,0,4,2,0,1,0,0,4,1,3,4,0,0,3,805.4200647249191,14.0,67.65789473684211
0,1,4,2,1,0,4,4,3,0,4,0,2,1,2,4,3,0,2,1,802.6626740045322,15.0,12.676923076923076
0,3,2,0,0,1,0,0,0,0,3,0,0,4,4,3,2,1,2,0,804.7521035598705,10.0,4.3202614379084965
3,4,4,3,0,4,3,0,2,3,2,3,3,3,0,1,1,4,2,4,801.4295888637099,17.0,74.18840579710145
0,3,1,3,1,0,2,2,4,2,0,3,0,4,3,0,2,4,4,0,803.8656523146649,14.0,9.20188679245283
3,4,4,3,0,4,3,0,2,3,2,3,3,3,0,1,1,4,3,4,801.4295888637099,17.0,74.18840579710145
0,2,0,0,0,4,4,0,1,3,2,4,2,1,0,3,0,4,0,0,805.1084142394822,11.0,10.524625267665954
3,4,2,0,3,4,4,1,0,2,2,3,3,3,0,1,1,4,2,4,795.6446601941748,17.0,16.85810810810811
0,1,4,2,1,0,4,4,3,0,4,0,2,1,2,4,3,0,2,0,804.231466494011,14.0,12.669230769230769
3,4,2,1,1,3,0,4,0,4,0,3,1,0,2,0,0,0,3,2,801.673786407767,13.0,9.250470809792844
2,3,2,3,2,3,4,3,0,3,4,3,0,2,1,2,4,4,4,3,796.6239482200647,18.0,51.76767676767677
1,2,0,2,4,1,2,4,4,4,0,1,4,0,3,0,4,1,0,2,798.252427184466,15.0,7.6816
3,4,2,0,3,4,4,1,0,2,2,3,3,3,1,2,4,4,4,3,795.4754045307443,18.0,85.45
0,3,2,0,0,1,0,0,0,0,3,0,0,4,2,3,0,4,0,0,805.242071197411,8.0,18.425454545454546
0,3,2,0,0,1,0,4,0,4,0,3,1,0,2,3,0,4,0,0,800.3003236245954,10.0,7.9292763157894735
3,1,4,2,2,3,4,3,0,3,1,1,2,3,2,4,2,4,2,0,797.2543689320388,18.0,213.91666666666663
3,3,4,3,4,4,0,4,4,2,3,0,0,4,2,4,2,4,2,0,798.9702265372168,16.0,857.6666666666666
3,4,2,0,3,4,4,0,0,0,3,0,0,4,2,3,0,4,0,0,803.0802588996763,11.0,147.25714285714287
3,4,2,0,0,1,0,4,0,4,1,1,0,3,4,4,4,0,0,3,801.9423948220065,13.0,125.4390243902439
3,3,4,3,4,4,0,4,4,2,3,1,0,3,4,4,3,4,1,0,798.0699029126214,17.0,190.11111111111111
0,3,2,0,0,1,0,4,0,0,3,0,0,4,2,3,0,4,0,0,802.5987055016182,9.0,26.221649484536083
3,4,2,0,0,1,0,4,0,4,1,0,0,4,1,3,4,0,0,0,797.9362459546926,11.0,90.36842105263158
3,1,2,0,0,1,0,4,0,4,0,3,2,3,2,3,0,4,0,0,796.6184466019417,12.0,27.04255319148936
3,1,2,0,0,1,0,4,0,4,0,3,1,3,4,4,3,4,1,0,795.4932038834952,14.0,88.62068965517241
3,4,2,0,3,4,4,3,0,3,1,1,0,3,4,4,3,4,1,0,798.1647249190938,16.0,142.63888888888889
3,4,2,0,0,1,0,4,0,4,1,0,0,4,1,3,4,0,0,3,802.8061488673139,12.0,95.46296296296296
3,3,4,3,4,4,0,4,4,0,3,0,0,4,2,3,0,4,0,0,801.536569579288,13.0,214.29166666666663
3,4,2,0,0,1,0,4,4,2,3,0,0,4,2,3,0,4,0,0,798.6019417475728,12.0,147.22857142857143
3,1,2,0,0,1,0,4,0,4,1,1,0,3,4,4,3,4,1,0,796.011003236246,14.0,135.21052631578948
3,3,4,3,0,1,0,4,0,4,0,3,1,0,2,3,0,4,0,0,797.3847896440129,12.0,32.18354430379747
3,1,2,0,0,1,0,4,0,4,0,3,0,4,1,3,4,4,0,0,796.9165048543689,12.0,2576.5
3,3,4,3,0,1,0,4,0,0,3,0,0,4,2,3,0,4,0,0,800.0016181229773,11.0,104.79591836734694
3,3,2,0,3,4,4,1,0,2,2,3,3,3,1,2,4,4,4,3,795.4754045307443,18.0,85.45
3,3,4,3,0,1,0,4,0,0,3,0,0,4,2,3,0,0,0,0,800.9038834951456,10.0,68.48
0,3,2,0,0,1,0,0,0,0,3,0,0,4,2,3,0,0,0,0,808.8870550161812,7.0,7.973941368078176
3,4,2,0,0,1,0,4,0,4,0,3,0,4,1,3,4,0,0,0,797.8194174757282,11.0,572.8888888888889
3,1,2,0,0,1,0,4,0,4,3,0,0,4,2,3,0,4,0,0,797.4032362459546,11.0,206.08
3,1,2,0,0,1,0,4,0,4,0,3,1,3,4,4,3,4,0,0,795.6504854368932,13.0,88.62068965517241
3,1,2,0,0,1,0,4,0,2,2,3,3,3,1,2,4,4,4,3,799.8511326860842,16.0,2578.5
3,4,2,0,0,1,0,4,0,0,3,0,0,4,2,3,0,0,0,0,801.1501618122977,9.0,59.75581395348837
3,1,2,0,0,1,0,4,0,4,3,0,0,4,2,3,0,0,0,0,798.305501618123,10.0,49.90291262135922
3,1,2,0,0,1,0,4,0,4,0,1,0,3,4,4,3,4,1,0,796.75857605178,13.0,102.62
3,1,2,0,3,4,4,1,0,2,2,3,3,3,1,2,4,4,4,3,795.4754045307443,18.0,85.45
3,1,2,0,0,1,0,4,0,4,0,3,2,3,2,3,4,4,4,3,800.3624595469256,15.0,5156.0
3,4,2,0,0,1,0,4,0,4,0,3,0,4,1,3,3,4,1,0,796.75857605178,13.0,197.8846153846154
3,1,2,0,0,1,0,4,0,4,3,3,1,3,4,4,3,4,0,0,795.1398058252428,14.0,104.93877551020408
0,3,2,0,0,1,0,4,0,0,3,0,0,4,2,3,0,0,0,0,803.8300970873786,8.0,20.477732793522268
3,1,2,0,0,1,0,4,0,4,1,1,0,4,1,3,3,4,1,0,796.011003236246,14.0,138.86486486486487
3,1,2,0,0,1,0,4,0,4,2,3,0,4,1,3,4,4,0,0,796.1689320388349,13.0,2576.5
3,3,2,0,0,1,0,4,0,0,3,0,0,4,2,3,0,0,0,0,801.1501618122977,9.0,59.75581395348837
3,1,2,0,0,1,0,4,0,4,0,3,2,3,2,2,4,4,4,3,800.3624595469256,15.0,5156.0
0,3,2,0,0,1,0,4,0,4,3,0,0,4,2,3,0,0,0,0,800.9854368932039,9.0,24.26794258373205
3,1,2,0,0,1,0,4,0,4,2,3,3,3,1,2,4,4,4,0,794.9818770226537,15.0,1717.6666666666667
3,4,4,3,0,4,3,0,2,3,2,1,0,3,4,4,3,4,1,0,802.2456310679612,16.0,142.80555555555554
3,1,2,0,0,1,0,4,2,0,1,0,0,4,1,3,4,0,0,3,807.7100323624595,12.0,26.288659793814432
3,3,2,4,2,1,0,4,2,0,1,0,0,4,1,3,4,0,0,3,805.4200647249191,14.0,67.65789473684211
2,3,2,3,2,3,4,3,0,0,1,0,0,4,1,3,4,0,0,3,799.611003236246,14.0,26.40625
3,4,2,4,3,4,4,1,0,2,3,2,2,4,2,3,0,4,0,0,797.5634304207119,16.0,81.36507936507937
4,0,3,1,1,3,0,4,0,4,0,3,1,0,2,3,0,4,0,0,798.4569579288026,12.0,11.408775981524249
3,4,2,4,2,1,0,4,2,0,1,0,0,4,1,3,3,0,2,0,801.5650485436893,14.0,31.60869565217392
2,3,2,3,2,3,4,3,0,3,4,3,0,2,1,2,4,4,4,2,796.6239482200647,18.0,51.76767676767677
3,3,2,0,0,1,0,4,0,4,0,3,2,3,2,3,4,0,0,0,796.5540453074434,12.0,515.5
3,4,2,0,0,1,0,4,0,4,0,3,0,4,1,3,4,4,0,0,796.9165048543689,12.0,2576.5
3,3,2,0,0,1,0,4,0,4,3,0,0,4,2,3,0,0,0,0,798.305501618123,10.0,101.05882352941175
3,3,2,0,0,1,0,4,0,4,0,3,2,3,2,3,4,4,4,3,800.3624595469256,15.0,5156.0
3,4,2,0,0,1,0,4,0,4,3,0,0,4,2,3,0,0,0,0,798.305501618123,10.0,101.05882352941175
3,4,2,0,0,1,0,4,0,4,2,3,0,4,1,3,4,4,0,0,796.1689320388349,13.0,2576.5
3,1,2,0,0,1,0,4,0,4,2,4,3,3,1,2,4,4,4,3,799.8511326860842,16.0,5157.0
3,3,2,0,0,1,0,4,0,4,0,3,2,3,2,3,4,4,0,0,795.6504854368932,13.0,1717.3333333333333
3,3,2,0,0,1,0,4,0,4,2,3,3,3,1,2,4,4,4,0,794.9818770226537,15.0,1717.6666666666667
3,1,2,0,0,1,0,4,0,4,0,3,2,3,2,3,4,4,0,0,795.6504854368932,13.0,1717.3333333333333
3,1,2,0,0,1,0,4,0,4,0,3,3,3,2,3,4,4,4,3,800.3624595469256,15.0,5156.0
3,3,4,3,4,4,0,4,4,2,3,1,2,3,2,4,3,4,1,0,797.0407766990292,18.0,190.11111111111111
2,3,2,3,2,3,4,3,0,3,4,3,0,0,2,3,0,4,0,0,799.4711974110032,14.0,114.31111111111112
3,1,4,2,2,3,4,3,0,3,1,1,0,3,4,4,3,4,1,0,798.2847896440129,17.0,171.13333333333333
3,1,2,0,0,1,0,4,2,0,1,0,0,4,1,3,0,4,0,0,801.4472491909385,11.0,13.76731301939058
3,4,2,4,3,4,4,3,0,3,4,3,0,2,1,2,4,4,4,3,796.6239482200647,18.0,95.03703703703704
2,3,2,3,2,3,4,3,0,3,4,3,0,2,1,2,4,0,0,3,796.9339805825243,16.0,28.89772727272728
0,3,2,0,0,1,0,0,0,0,3,0,2,3,2,4,2,4,2,0,803.7220064724919,11.0,16.531147540983607
3,4,2,0,0,1,0,4,0,4,2,4,3,3,1,2,4,4,4,3,799.8511326860842,16.0,5157.0
3,3,2,0,0,1,0,4,0,4,0,3,2,4,1,3,4,4,0,0,795.6504854368932,13.0,2576.0
4,1,2,0,0,1,0,4,0,4,2,3,3,3,1,2,4,4,4,0,794.9818770226537,15.0,1717.6666666666667
4,1,2,0,0,1,0,4,0,4,2,3,3,3,1,2,4,4,4,3,799.8511326860842,16.0,5157.0
3,3,2,0,0,1,0,4,0,4,0,3,0,4,1,3,4,0,0,0,797.8194174757282,11.0,572.8888888888889
3,3,2,0,0,1,0,4,0,4,0,3,0,4,1,3,4,4,0,0,796.9165048543689,12.0,2576.5
3,3,2,0,0,1,0,4,0,4,0,3,2,4,1,3,4,0,0,0,796.5540453074434,12.0,572.7777777777778
3,1,2,0,0,1,0,4,0,4,0,3,2,4,1,3,4,4,0,0,795.6504854368932,13.0,2576.0
3,4,2,0,0,1,3,4,2,0,1,0,0,4,1,3,4,0,0,3,801.9786407766991,13.0,93.65454545454546
3,4,2,4,3,4,4,3,0,3,4,3,0,2,1,2,4,0,0,3,796.9339805825243,16.0,85.51666666666667
3,1,2,0,0,1,0,0,0,0,3,0,2,3,2,4,2,4,2,0,801.3705501618123,12.0,21.76394849785408
3,1,2,0,0,1,0,4,0,4,0,3,1,0,2,3,0,4,0,0,798.336569579288,11.0,8.62099644128114
4,0,3,1,1,3,0,4,0,4,0,3,1,0,2,3,4,0,0,3,801.6116504854369,13.0,22.855855855855857
4,0,3,1,1,3,0,4,0,4,3,0,0,4,4,3,2,1,2,0,798.4135922330097,14.0,19.49034749034749
3,3,2,0,0,1,0,4,0,4,2,3,2,4,1,3,4,4,0,0,795.1398058252428,14.0,2576.5
0,3,2,0,0,2,0,0,0,0,3,0,0,4,2,3,0,0,0,0,808.8870550161812,7.0,8.343537414965986
0,3,2,0,0,2,0,0,0,0,3,0,0,4,2,4,0,0,0,0,808.8870550161812,7.0,8.802867383512545
3,4,2,0,3,4,4,1,0,2,2,3,3,3,0,3,4,0,0,3,795.9540453074434,15.0,70.16438356164383
0,4,2,0,0,1,0,0,0,0,3,0,0,4,2,3,0,4,0,0,805.242071197411,8.0,18.425454545454546
3,4,2,0,3,4,4,1,0,2,2,3,0,4,1,3,4,0,0,3,796.815210355987,15.0,71.16666666666667
3,1,2,0,0,1,0,4,0,4,0,3,1,0,2,4,2,4,2,0,796.7611650485437,13.0,16.88888888888889
3,4,2,0,0,1,3,4,3,0,1,0,0,4,1,3,4,0,0,3,801.9786407766991,13.0,93.65454545454546
3,4,2,0,0,1,0,0,0,0,3,0,0,4,2,3,0,4,0,0,802.8912621359224,9.0,37.92592592592592
3,3,2,0,0,1,0,4,2,0,1,0,0,4,1,3,4,0,0,3,807.7100323624595,12.0,93.69090909090907
3,4,2,4,3,4,4,3,0,3,4,3,0,2,1,3,4,0,0,3,796.9339805825243,16.0,122.23809523809524
3,4,4,3,0,4,3,0,0,0,3,0,0,4,2,3,0,4,0,0,803.8828478964401,11.0,112.0
3,4,2,0,3,4,4,3,0,3,1,1,0,3,4,4,4,0,0,3,796.815210355987,15.0,125.21951219512196
3,4,2,0,0,1,3,4,2,0,1,0,0,4,1,3,4,4,0,0,802.7718446601941,13.0,171.6
3,3,4,3,0,1,0,0,0,0,3,0,2,3,2,4,2,4,2,0,801.4906148867314,13.0,38.11194029850746
